169359482,20170102,225105,3001
168158115,20170102,225106,3001
169770883,20170102,225113,3001
170000124,20170102,225117,3001
169320800,20170102,225125,3001
168628718,20170102,225128,3001
166780405,20170102,225142,3001
166069112,20170102,225211,3001
165963875,20170102,225217,3001
169993781,20170102,225245,3001
169397526,20170102,225255,3001
166278220,20170102,225307,3001
167432867,20170102,225314,3001
166672702,20170102,225315,3001
170078262,20170102,225323,3001
168391890,20170102,225347,3001
170078262,20170102,225350,3001
161401753,20170102,225353,3001
166820040,20170102,225406,3001
169954539,20170102,225432,3001
169472696,20170102,225434,3001
169954539,20170102,225444,3001
168894952,20170102,225501,3001
168481157,20170102,225501,3001
169587887,20170102,225514,3001
169546055,20170102,225535,3001
169546055,20170102,225525,3001
168894952,20170102,225530,3001
170146639,20170102,225556,3001
169604923,20170102,225613,3001
166876896,20170102,225634,3001
168517592,20170102,225637,3001
168869725,20170102,225636,3001
163507492,20170102,225642,3001
168833312,20170102,225650,3001
168496645,20170102,225726,3001
168236893,20170102,225740,3001
169504884,20170102,225734,3001
168966914,20170102,225825,3001
169368237,20170102,225842,3001
169843545,20170102,225855,3001
168887713,20170102,225853,3001
168967001,20170102,225930,3001
169500850,20170102,225923,3001
165934586,20170102,225943,3001
168496645,20170102,225952,3001
168496645,20170102,225954,3001
164115541,20170102,225956,3001
168603374,20170102,230002,3001
168204582,20170102,230002,3001
169288846,20170102,230010,3001
168396651,20170102,230039,3001
166002217,20170102,230042,3001
162563995,20170102,230051,3001
168980679,20170102,230103,3001
163905616,20170102,230120,3001
163469719,20170102,230128,3001
169911766,20170102,230203,3001
168205576,20170102,230215,3001
170115674,20170102,230212,3001
169597799,20170102,230215,3001
168679335,20170102,230225,3001
168693777,20170102,230223,3001
168852635,20170102,230236,3001
168361784,20170102,230245,3001
168726943,20170102,230246,3001
168907484,20170102,230254,3001
168641994,20170102,230256,3001
168799545,20170102,230300,3001
169579800,20170102,230317,3001
166497656,20170102,230325,3001
166756648,20170102,230335,3001
169481855,20170102,230334,3001
170111387,20170102,230351,3001
169978474,20170102,230344,3001
160319768,20170102,230416,3001
167350688,20170102,230422,3001
167940835,20170102,230427,3001
167940835,20170102,230430,3001
169982904,20170102,230425,3001
169620632,20170102,230443,3001
166807525,20170102,230454,3001
169122641,20170102,230454,3001
167940835,20170102,230455,3001
169514833,20170102,230506,3001
169291010,20170102,230510,3001
168652246,20170102,230509,3001
169932418,20170102,230520,3001
164896577,20170102,230544,3001
169495883,20170102,230551,3001
